{5BBE9CB3-6332-4EB0-9CD3-8737CEA4A65A},42000,21/12/1995 00:00,NE4 9DN,S,N,F,8,,MATFEN PLACE,FENHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{D544997E-C753-4931-8503-F4B7468E2F0A},525000,15/07/1996 00:00,W8 5AQ,F,N,L,"HALE HOUSE, 34",FLAT 15,DE VERE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{16C6B1D7-9573-467D-86AA-540D489F662E},193000,12/04/1996 00:00,SW7 4JZ,F,N,L,69,FLAT 3,HARRINGTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3DCBE9F3-4043-43D1-8910-CB44A2D2362D},252500,06/12/1996 00:00,SW7 5LP,F,N,L,116,FLAT 10,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3CDC7A06-39B5-4EF9-A6F9-D9542C461066},180000,17/12/1996 00:00,SW5 0NU,F,N,L,33,FLAT 8,COLLINGHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{753C7974-EAE7-49A1-BAE8-4CD6D1A69795},129250,30/08/1996 00:00,W8 7QG,S,N,F,25,,PHILLIMORE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4DBB05BF-5B01-424B-AE85-D955EAA74E8B},310000,10/07/1996 00:00,SW10 0JZ,T,N,F,17A,,EDITH GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DDD8273D-3654-46E4-ACE7-91E8759479C8},140000,25/03/1996 00:00,SW10 9DR,F,N,L,1,FLAT 1,REDCLIFFE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{82DCD848-870F-45B5-884A-CEBF97A57A82},435000,29/11/1996 00:00,SW3 6NU,T,N,F,1,,GUTHRIE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{91C6F00A-ECE0-4737-9DBE-F83D35A809A8},271000,30/08/1996 00:00,SW3 4QQ,T,N,L,38,,ST LEONARDS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3036D2E4-5E3F-487D-8444-91EA014E3F5A},120150,05/09/1996 00:00,W10 6HH,F,N,L,187,FLAT 5,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4BEFB220-32FD-409F-AF51-F83E1BC7B447},115000,13/12/1996 00:00,SW1X 0JZ,F,N,L,39,FLAT 4,HANS PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E8294B2C-6A70-4100-A395-541428063DAF},780000,22/02/1996 00:00,SW3 4BJ,T,N,F,18,,REDESDALE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E1A87DF6-12AF-48BC-B62F-83AC35B36FBB},275000,18/12/1996 00:00,W8 6LG,F,N,L,35,FLAT A,MARLOES ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BCDCE6D2-F0EF-4D30-8446-8E596E2725B2},165000,22/11/1996 00:00,W2 4HQ,F,N,L,45D,,LINDEN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2E3D0D62-ECDD-4C4A-9FCC-5790CDD5851D},65000,30/08/1996 00:00,W2 4HD,F,N,L,11,FLAT 5A,LINDEN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7C0773E1-15F2-46BC-951B-D2565135F89F},233000,20/06/1996 00:00,W8 5JA,F,N,L,58,GROUND FLOOR FLAT,LEXHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F0788F24-73D1-4A76-BA23-D25B4B4C169C},231000,01/11/1996 00:00,SW10 9HE,F,N,L,80,SECOND FLOOR FLAT,REDCLIFFE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{98D6CBC2-B742-4B4B-B70C-EDBE03591E21},360000,19/04/1996 00:00,SW3 5NP,F,N,L,86,FLAT 1,OAKLEY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2EB69AF2-DE3F-4B4D-BA38-4CE946E1BD3D},625000,29/11/1996 00:00,SW7 5LZ,F,N,L,23,FLAT 4,QUEENS GATE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3AC9A1F0-AE7F-4091-B25B-8739DBB66909},246000,30/08/1996 00:00,W10 6PZ,T,N,F,67,,WALLINGFORD AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F24C7DE9-3BDC-4763-9A96-CECE30B58E7C},93000,24/07/1996 00:00,W8 4DY,F,N,L,16,,MALL CHAMBERS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F351D7EC-E29B-4EC0-AD6A-F13C7019467E},129750,15/11/1996 00:00,W11 2BE,F,N,L,8,FLAT 3,COLVILLE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E9AAAC96-5BCE-4817-AECC-91FAFA1903F9},425000,15/03/1996 00:00,W8 5BJ,T,N,F,6,,KENSINGTON COURT PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{53330B04-FC2F-4ACE-9669-D9694EE65703},2350000,31/05/1996 00:00,W8 7DY,S,N,F,55,,CAMPDEN HILL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{549C1B5D-641A-4F61-9CFD-579E04D4E19D},232000,12/04/1996 00:00,SW5 0BZ,F,N,L,"BOLTONS COURT, 216",FLAT 13,OLD BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{86D41639-1F43-40D2-9305-5423FD52291D},115000,02/04/1996 00:00,SW3 6QJ,T,N,F,20,,POND PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1394545C-C066-46B0-9D8F-F4CE57288C7B},185000,18/12/1996 00:00,SW5 9DG,F,N,L,51,FLAT 10,EARLS COURT SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B354A0EC-0B81-4974-8520-D96AA27F5A7A},647521,21/11/1996 00:00,SW3 5DT,S,N,F,40,,PAULTONS SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2DD47A87-20AD-403D-8C74-FBD4F307F5DE},160000,07/06/1996 00:00,W8 4AF,F,N,L,WINCHESTER COURT,FLAT 74,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5E66319A-EF89-49F6-A0F7-F8501CB3B8CC},146000,26/04/1996 00:00,W11 3EL,F,N,L,38,FLAT 2,PEMBRIDGE VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{24935501-70B1-49BD-89EC-CED3A8ED174A},215000,13/03/1996 00:00,SW10 9JR,F,N,L,24,FLAT 5,HARCOURT TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{87E1527A-6BB6-4292-9AE4-6F719D813265},545000,09/08/1996 00:00,SW5 0BJ,F,N,L,8,FLAT 1,CRESSWELL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EEAC0A74-F2A8-427E-9D81-7A2751EE4BD3},314000,08/10/1996 00:00,W11 3EQ,T,N,F,17,,PEMBRIDGE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{315D7165-CF90-4A41-8B75-D5F19844ABED},230000,28/06/1996 00:00,SW3 3DB,F,N,L,47,FLAT 4,DRAYCOTT PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{08CE56CD-9F49-4029-A039-CB600ACC0A22},240000,28/06/1996 00:00,SW5 0JJ,F,N,L,12,FLAT 1,BRAMHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5686F277-DBE6-410F-9420-F852BDA1900B},129000,01/07/1996 00:00,W10 6EF,F,N,L,13,FLAT 1,ST CHARLES SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DE236D62-687A-4B1E-B408-D5F320657CCB},210000,11/07/1996 00:00,SW7 4DG,F,N,L,"WICKHAM COURT, 7 - 8",FLAT 2,ASHBURN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{733D5BA6-75E1-41F8-96C8-72FE07EB7721},168000,18/10/1996 00:00,SW1X 0BH,F,N,L,69 - 71,FLAT D,PONT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8635469C-4D6B-43B5-A37A-8E73CD762FE8},180000,22/10/1996 00:00,SW7 3PY,F,N,L,37,FLAT 37A,ONSLOW GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E2E6EB27-01CC-44C2-B72E-83C6CAB0CC04},150000,26/04/1996 00:00,W11 4LN,F,N,L,117,FLAT 2,PORTLAND ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A5A5BB1C-5002-484C-94C1-8749765F2481},230000,25/09/1996 00:00,W11 4QZ,T,N,F,4,,CHRISTOPHERS MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{18FBDE69-33A6-4EB8-9E5F-CEDAC29F05E2},170000,26/09/1996 00:00,W8 6DE,F,N,L,MARLBOROUGH COURT,FLAT 24,PEMBROKE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F7CA990B-3CF5-459B-A4A6-F14A83BB9D0D},130000,12/06/1996 00:00,W11 4PZ,F,N,L,39,GROUND FLOOR FLAT,NORLAND SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7CAC864B-753E-44A2-B617-874A8A9981E2},360000,10/07/1996 00:00,SW5 9DA,F,N,L,"QUEENS COURT, 25 - 27",FLAT 3,EARLS COURT SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{95B395D0-0122-4729-9A56-83C8560339C0},156000,11/10/1996 00:00,SW10 9RH,F,N,L,DRAYTON COURT,FLAT 15,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F9D9A8FA-4932-4E06-916C-D5F91F30EC13},129950,15/10/1996 00:00,SW5 9TT,F,N,L,27,FLAT 3,PENYWERN ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E0EA4CA3-0430-47A9-84EE-CEDE1C5BFACF},595000,02/04/1996 00:00,SW3 4LE,F,N,L,11,FLAT 4A,CHELSEA EMBANKMENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C17CE432-9927-43DC-98F5-83CA0B50A365},165000,20/12/1996 00:00,SW5 9SX,F,N,L,54,FLAT 2,PENYWERN ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FE4F788A-8A35-405C-A7BD-CEDEDD42EA9B},105000,27/08/1996 00:00,SW10 9JY,F,N,L,34,FLAT 6,REDCLIFFE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{43FE5112-75B1-430E-86D2-7696BE6E849D},96000,19/07/1996 00:00,W14 8HU,F,N,L,27,GROUND FLOOR FLAT,RUSSELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{68C937E7-4229-4FD4-8C94-F85D2D23B6CD},91000,15/10/1996 00:00,W14 8BD,F,N,L,126,BASEMENT,HOLLAND ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E55F9129-CC7A-470D-8F01-D277EAF6A338},305000,01/10/1996 00:00,W8 4NT,F,N,L,38,FLAT 1,HORNTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C8DC9B19-9392-41CF-B246-FBEA2BB5615E},445000,14/06/1996 00:00,SW7 3QA,F,N,L,52,FLAT 4,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2B97AFB6-4B4F-4F78-8DD7-8AE3B31FCA06},105000,08/07/1996 00:00,SW3 3EJ,F,N,L,CHELSEA CLOISTERS,576,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{872435CD-58C6-4F61-820F-7DC039B7878A},125999,19/09/1996 00:00,SW10 0PA,F,N,L,ASHBURNHAM MANSIONS,FLAT 20,ASHBURNHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C361F304-956A-4F67-865D-EAB46C984F86},145000,02/07/1996 00:00,SW3 4LE,F,N,L,"TURNER'S REACH HOUSE, 8 - 10",FLAT 13,CHELSEA EMBANKMENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DADAA791-E26C-4393-9A4C-DCA7BC0D2DB6},255000,14/10/1996 00:00,W8 5AN,F,N,L,15,FLAT 1,DE VERE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0CEAEFBE-D190-45F2-8037-DCA8A477A290},605000,26/03/1996 00:00,SW10 9XB,T,N,F,5,,CLIFTON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{49830BDA-ABE7-462D-A16F-8AE82998A8A7},115000,02/12/1996 00:00,SW3 6BS,F,N,L,147,FLAT 2,BEAUFORT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{539FB4C1-129C-49D3-ADA7-E022DC1D0112},235000,22/08/1996 00:00,SW7 4AD,F,N,L,"CORNWALL GARDENS COURT, 47 - 50",FLAT 1,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1EA3F3F3-FA28-43CB-B5B5-83DB885D8841},120000,21/02/1996 00:00,W11 3HA,F,N,L,THE LODGE,FLAT 3,KENSINGTON PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{73CA718D-D8F0-4913-98BC-23CEA99A151F},86500,28/06/1996 00:00,W11 1PH,F,N,L,13,FLAT A,CORNWALL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A270C413-01F2-4BF8-91E2-DCAB33A0E803},110000,22/04/1996 00:00,SW5 9PJ,F,N,L,8,FIRST AND SECOND FLOOR FLAT,NEVERN ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6009B1C3-D4F5-4AE9-891F-7C1C3C5E7D8C},208000,15/05/1996 00:00,SW10 9HQ,F,N,L,54,6,REDCLIFFE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{86358137-DBDD-4C33-B795-E3BFB1351228},178000,20/03/1996 00:00,W11 4EW,T,N,F,257,,WALMER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2CC702F5-CA18-461E-8973-921ECA41E97C},117500,06/02/1996 00:00,SW3 5RY,F,N,L,SWAN COURT,FLAT 83,CHELSEA MANOR STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2C06253A-5B80-474A-9915-87653BEC374D},160000,13/12/1996 00:00,W2 4NA,F,N,L,06-Aug,FLAT 2,CLANRICARDE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{42AD9D5A-4978-4388-98A7-83E1A35A519B},322000,02/12/1996 00:00,SW10 9LA,F,N,L,7,PART OF,PART OF,TALBOT ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CEB516BF-67BC-4865-8EC6-E3C2AB9AA82C},315000,11/04/1996 00:00,SW3 2RW,F,N,L,23,FLAT G,CADOGAN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{43682D59-6374-486B-9471-1CAF3CDFD13E},195100,07/06/1996 00:00,W8 5JH,F,N,L,"IMPERIAL COURT, 4 - 10",FLAT 12A,LEXHAM GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A649DFC2-B4B0-45D5-B92B-7500199BF25D},115000,17/01/1996 00:00,SW3 6SN,F,N,L,161,FLAT 9,FULHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BC0D53C7-6289-48D5-BA72-7500B7AF36E6},300000,11/03/1996 00:00,W8 5UU,F,N,L,STONE HALL,FLAT 21,STONE HALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{062926E7-005C-4FAD-8482-83E61AD831E0},350000,18/11/1996 00:00,W11 2PW,F,N,L,120,,KENSINGTON PARK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3DC022EB-E06E-4E27-996D-788D1978564C},277000,16/09/1996 00:00,W8 4AG,F,N,L,12,FLAT 5,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F3A63DA3-4CC2-43A2-BFE8-876BF116119A},115000,24/06/1996 00:00,W11 1NN,F,N,F,8,FLAT,BLENHEIM CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5C4034DF-3946-4ABC-B70A-7FB68BE69DAF},158000,23/02/1996 00:00,W2 4TH,F,N,L,15,FLAT 2,DAWSON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{412F9563-555C-4B78-9C04-876D0F46EB79},78500,05/07/1996 00:00,W8 5JR,F,N,L,29,FLAT A,LEXHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{796E733B-992A-4B99-8AAC-8AF74DC3BB56},53750,23/04/1996 00:00,W11 1PG,F,N,L,"ADVANCE HOUSE, 109",FLAT 35,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C9E45B28-8B01-41D9-A247-8AF7F15147A9},265000,09/07/1996 00:00,SW10 9JR,F,N,L,46,FLAT 1,HARCOURT TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9661C340-EDF0-4BC6-85A5-1927F0EFE44C},65000,30/08/1996 00:00,SW10 0BU,F,N,L,MILMANS HOUSE,FLAT 12,MILMANS STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B8AA8D34-F2E9-4A4E-94F1-7890E24984BF},735000,26/01/1996 00:00,W8 4NA,T,N,F,25,,HOLLAND STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DF05AD48-A678-44C6-8960-23DDE4A9C68D},98000,20/03/1996 00:00,SW3 1AX,F,N,L,"JEFFERSON HOUSE, 11",FLAT 11,BASIL STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2FB0A788-7D70-40A5-AD5D-8AFA4A7F8949},110000,04/12/1996 00:00,SW10 9LL,F,N,L,31,THIRD FLOOR FLAT,THE LITTLE BOLTONS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C05B1285-79DF-4206-A796-922D3FB36B47},149000,02/02/1996 00:00,SW10 9BH,F,N,L,29,FLAT 1,REDCLIFFE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{165F7D18-5902-416D-9CCE-20468C3A041F},153277,23/01/1996 00:00,SW3 4HW,F,N,L,"LAMPARD HOUSE, 76",FLAT 7,ROYAL HOSPITAL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{43D1298A-5A35-42D4-B67F-EACEAAF14187},655000,12/11/1996 00:00,SW7 5AW,T,N,F,20,,CLAREVILLE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{57821A00-4F89-47BA-9A14-1932A69A0051},125000,19/02/1996 00:00,W14 8EA,F,N,L,25E,,HOLLAND PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5D73284B-300A-43DE-AF60-877AC2FBBC9A},430000,06/12/1996 00:00,W8 7PA,T,N,F,5,,PEEL STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{190CE82B-BD0E-47B1-B523-23E9B5B022A8},240000,06/03/1996 00:00,SW7 5PR,F,N,L,11,FLAT F,QUEENS GATE TERRACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5BC16C70-235E-4A78-A8C8-23E9EFEDABAF},115000,12/11/1996 00:00,SW7 5HR,F,N,L,36,FLAT 1,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{60D6A749-DA0B-49AF-A4B3-E03E2A5C6E2E},242400,21/06/1996 00:00,SW7 4NS,F,N,L,4,THIRD FLOOR FLAT,ROSARY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F5647005-E75E-49D5-86F2-23ECCB51A76C},305000,06/09/1996 00:00,SW7 3BH,F,N,L,49A,,EVELYN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8DC7C6C8-C3CC-46B3-9AF8-EAD37425357E},430000,30/08/1996 00:00,SW1X 9BS,F,N,L,"ROYAL COURT HOUSE, 162",FLAT 53,SLOANE STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{125931D1-869E-4290-A49D-7FC8052A85E9},325000,27/11/1996 00:00,W11 4XU,T,N,F,15,,CLEARWATER TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5D5AD5F7-05BC-4017-ADD6-7C36C8039A42},325000,21/06/1996 00:00,SW1X 9DQ,F,N,L,2,THIRD AND FOURTH FLOOR FLAT F,SLOANE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AB89C7AB-9407-4710-BBF6-193BB5D01CE8},220000,30/08/1996 00:00,SW10 9AW,T,N,F,143,FLAT 2,FINBOROUGH ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F6D59918-D823-44AA-86B9-7FCA8605E2ED},250000,10/04/1996 00:00,SW3 4QZ,F,N,L,WHITELANDS HOUSE,FLAT 74,CHELTENHAM TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D70531D0-10B5-4EAD-B9EF-E04819A61FDD},460000,27/03/1996 00:00,SW3 4TE,F,N,L,29 - 31,FLAT 7,SLOANE COURT WEST,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B0B65F07-0569-4A27-BEAF-23F3F8633A4B},275000,01/07/1996 00:00,SW3 1LT,T,N,F,17,,OVINGTON MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{973707A6-CD4A-4590-A46A-1CCCF8D46422},382000,22/05/1996 00:00,SW5 0JQ,F,N,L,01-Feb,FLAT 4,BRAMHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8C56C443-505C-465A-A713-DCD072F4C1EB},715000,13/08/1996 00:00,SW7 5DH,F,N,L,19,FLAT 1,HYDE PARK GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FE574093-3CB0-4D09-AA1C-7C3B6633B8E8},71000,24/09/1996 00:00,W8 4HG,F,N,L,VICARAGE COURT,FLAT 76,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DECC6893-C596-4F86-BB50-78A6A05B6035},415000,12/01/1996 00:00,W14 8JE,F,N,L,169,,OAKWOOD COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{643C0B18-7943-4231-B994-9241A2C75A5E},65000,21/06/1996 00:00,SW5 9QN,F,N,L,1,BASEMENT FLAT A,CROMWELL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1ACF31A2-8223-4226-B1C6-8786A1CCD922},120000,23/02/1996 00:00,SW5 0HS,F,N,L,11,FIRST FLOOR FLAT,COLLINGHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{99489278-977A-4148-904C-7C3D4F75F117},265000,20/08/1996 00:00,W14 8DD,F,N,L,98,FLAT 5,ADDISON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F13B9575-D9FB-420D-9621-8B12367A137A},310000,14/11/1996 00:00,W8 5DG,F,N,L,59,FLAT C,KENSINGTON COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8230B11C-0FD2-4741-825D-23F86376D359},150000,30/05/1996 00:00,SW10 9JP,F,N,L,87,FLAT 2,HARCOURT TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{960B14DA-AF11-40F8-BB70-7C411E3FDE87},78000,22/08/1996 00:00,SW10 9QS,F,N,L,"DONOVAN COURT, 107",FLAT 17,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FAFBF33B-5F05-47B7-844E-7C4129526061},332500,15/08/1996 00:00,SW3 5TP,F,N,L,17,,CHEYNE COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4B1A2743-0026-403B-A1ED-71921B6511CF},159500,04/07/1996 00:00,SW3 6BU,F,N,L,122,GROUND FLOOR FLAT,BEAUFORT STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{341C70F1-2367-4749-9683-7FD484427830},199000,18/04/1996 00:00,W8 6HP,F,N,L,52,FLAT 5,SOUTH EDWARDES SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{35133CB8-A63C-4B7A-A01F-EAE280BE1690},240000,02/02/1996 00:00,SW3 2DG,F,N,L,16,FLAT 5,EGERTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{42247E95-8DD5-45D6-BE05-E0514D49CA1B},251500,04/12/1996 00:00,SW10 0LJ,F,N,L,430,FLAT C,KINGS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DDE5F30C-5D2B-4306-84C6-7C461FF5F4A1},81000,21/09/1996 00:00,SW3 3AX,F,N,L,NELL GWYNN HOUSE,FLAT 139,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4E8FC3E0-556D-46EB-ACFF-15AFB12D5928},570000,29/11/1996 00:00,W8 4LT,T,N,F,34,,HOLLAND STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CEF4DFBF-3E47-42AD-B645-E055B34F1E88},70000,12/11/1996 00:00,SW5 0PX,F,N,L,54,FLAT 4,HOGARTH ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
